,,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
PP_OO_DbMiReSp_GOV72426081803,PP_OO_DbMiReSp_GOV,72426081803,NEXLIZET,ACL INHIBITORS & COMBOS,16.8033,17.2414,18.0683,18.9449,19.8729,14.0683,14.6853,15.3896,16.1363,16.9267,6.7472,7.0431,7.3809,7.739,8.1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72511075001,PP_OO_DbMiReSp_GOV,72511075001,REPATHA,PCSK9 INHIBITORS,343.62,350.7584,365.6393,381.9516,399.7207,287.1126,297.1291,309.7348,323.553,338.6054,148.0405,153.2052,159.7049,166.8298,174.5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72603011101,PP_OO_DbMiReSp_GOV,72603011101,ABIRATERONE ACETATE,ONCOLOGY,201.2338,201.2338,201.2338,201.2338,201.2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72603019801,PP_OO_DbMiReSp_GOV,72603019801,ZOLEDRONIC ACID,OSTEOPOROSIS AGENTS,20.572,20.572,20.572,20.572,20.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72888018501,PP_OO_DbMiReSp_GOV,72888018501,MYCOPHENOLATE MOFETIL,TRANSPLANT,7.9259,7.9259,7.9259,7.9259,7.9259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72888019201,PP_OO_DbMiReSp_GOV,72888019201,MYCOPHENOLATE MOFETIL,TRANSPLANT,3.9673,3.9673,3.9673,3.9673,3.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72888019205,PP_OO_DbMiReSp_GOV,72888019205,MYCOPHENOLATE MOFETIL,TRANSPLANT,3.9673,3.9673,3.9673,3.9673,3.9673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV72974041501,PP_OO_DbMiReSp_GOV,72974041501,MYFEMBREE,ESTROGENS & COMBOS,53.5707,56.2941,60.6097,64.8872,69.1149,45.0317,48.9143,52.6641,56.3808,60.0543,11.7465,17.0124,18.3166,19.6092,20.8869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV73362000801,PP_OO_DbMiReSp_GOV,73362000801,SKYTROFA,GROWTH HORMONES,2306.77,2370.4892,2477.5547,2580.7771,2680.1473,1925.6942,2015.2255,2106.2452,2193.9977,2278.4754,1294.5776,1354.7664,1415.9558,1474.9488,1531.7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV73562011001,PP_OO_DbMiReSp_GOV,73562011001,ZENPEP,DIGESTIVE ENZYMES,5.0482,5.1572,5.3324,5.5035,5.6709,4.2201,4.3731,4.5217,4.6668,4.8088,2.0467,2.121,2.193,2.2634,2.3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV73562011401,PP_OO_DbMiReSp_GOV,73562011401,ZENPEP,DIGESTIVE ENZYMES,19.5462,19.9622,20.6207,21.2591,21.8787,16.3371,16.9211,17.4794,18.0205,18.5457,7.9235,8.2068,8.4775,8.7399,8.9947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV73562011701,PP_OO_DbMiReSp_GOV,73562011701,ZENPEP,DIGESTIVE ENZYMES,29.3194,29.8106,30.5839,31.3285,32.0467,24.4268,25.1131,25.7646,26.3918,26.9968,11.847,12.1799,12.4958,12.8,13.0935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV73604091404,PP_OO_DbMiReSp_GOV,73604091404,ARCALYST,CHRONIC INFLAMMATORY DISEASE,7153.8,7371.0178,7737.3942,8092.2001,8435.1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV74528002001,PP_OO_DbMiReSp_GOV,74528002001,BYLVAY (PELLETS),ILEAL BILE ACID TRANSPORTER (IBAT) INHIBITORS,289.6,291.1511,296.4149,302.7193,310.0076,241.8885,244.0532,248.4654,253.75,259.8593,26.6077,26.8458,27.3312,27.9125,28.5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV75987002201,PP_OO_DbMiReSp_GOV,75987002201,RAYOS,GLUCOCORTICOSTEROIDS,110.484,110.484,110.484,110.484,110.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV76204060005,PP_OO_DbMiReSp_GOV,76204060005,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,0.729,0.729,0.729,0.729,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV76478000215,PP_OO_DbMiReSp_GOV,76478000215,BETIMOL,OPHTHALMIC BETA BLOCKERS,35.2413,35.3798,35.8087,36.3178,36.9013,29.4096,29.6027,29.9615,30.3875,30.8757,11.6168,11.6931,11.8348,12.0031,12.1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV78206011201,PP_OO_DbMiReSp_GOV,78206011201,ASMANEX HFA,INHALED CORTICOSTEROIDS (ICS),9.2646,9.2646,9.2646,9.2646,9.2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV78206011501,PP_OO_DbMiReSp_GOV,78206011501,ASMANEX TWISTHALER 30 METERED DOSES,INHALED CORTICOSTEROIDS (ICS),111.65,111.65,111.65,111.65,111.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV80056014301,PP_OO_DbMiReSp_GOV,80056014301,RELTONE,GALLSTONE SOLUBILIZING AGENTS,23.94,23.9992,24.182,24.3981,24.6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV80610013060,PP_OO_DbMiReSp_GOV,80610013060,ZORYVE,MISC SKIN CONDITION,18.5602,18.6354,18.8685,19.1453,19.4627,15.2413,15.3445,15.5364,15.7643,16.0257,3.7795,4.1814,4.2337,4.2958,4.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV81968004530,PP_OO_DbMiReSp_GOV,81968004530,AUVELITY,ANTIDEPRESSANTS,23.5503,23.9449,24.566,25.1641,25.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV81968035101,PP_OO_DbMiReSp_GOV,81968035101,SUNOSI,NARCOLEPSY,36.9863,37.606,38.5815,39.5208,40.4268,30.4576,31.3134,32.1257,32.9078,33.6622,3.7915,3.898,3.9992,4.0965,4.1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82009005401,PP_OO_DbMiReSp_GOV,82009005401,TACROLIMUS,TRANSPLANT,4.455,4.455,4.455,4.455,4.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82194051002,PP_OO_DbMiReSp_GOV,82194051002,VYJUVEK,WOUND CARE - GENE THERAPY,12110.4,12274.8997,12557.0628,12828.7223,13090.5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82260060203,PP_OO_DbMiReSp_GOV,82260060203,BROMFENAC SODIUM,OPHTHALMICS - MISC.,128.3333,128.3333,128.3333,128.3333,128.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82347000504,PP_OO_DbMiReSp_GOV,82347000504,LEVOTHYROXINE SODIUM,THYROID HORMONES,4.9477,4.9477,4.9477,4.9477,4.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82347002004,PP_OO_DbMiReSp_GOV,82347002004,LEVOTHYROXINE SODIUM,THYROID HORMONES,4.9477,4.9477,4.9477,4.9477,4.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82347002504,PP_OO_DbMiReSp_GOV,82347002504,LEVOTHYROXINE SODIUM,THYROID HORMONES,4.9477,4.9477,4.9477,4.9477,4.9477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82347050505,PP_OO_DbMiReSp_GOV,82347050505,LIDOCAINE,LOCAL ANESTHETICS - TOPICAL,3.42,3.42,3.42,3.42,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82584000215,PP_OO_DbMiReSp_GOV,82584000215,BETIMOL,OPHTHALMIC BETA BLOCKERS,37.708,38.3397,39.3343,40.2919,41.2156,31.8016,32.6952,33.5433,34.3599,35.1476,12.5616,12.9146,13.2496,13.5722,13.8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82584000330,PP_OO_DbMiReSp_GOV,82584000330,IYUZEH,OPHTHALMIC PROSTAGLANDINS,12.6777,12.8901,13.2244,13.5464,13.8569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82584030703,PP_OO_DbMiReSp_GOV,82584030703,AZASITE,OPHTHALMIC ANTI-INFECTIVES,123.532,125.6016,128.8597,131.9969,135.0228,104.1843,107.1117,109.8902,112.5655,115.146,40.8923,42.0413,43.1319,44.182,45.1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82667090002,PP_OO_DbMiReSp_GOV,82667090002,VEVYE,OPHTHALMIC IMMUNOMODULATORS,462,469.7402,481.9253,493.6582,504.9748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV82950000116,PP_OO_DbMiReSp_GOV,82950000116,OJEMDA,ONCOLOGY,2764.4931,2810.8086,2883.721,2953.9281,3021.6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV87701042886,PP_OO_DbMiReSp_GOV,87701042886,GNP EASY TOUCH GLUCOSE TEST STRIPS,DIABETES TEST STRIPS,0.2598,0.2598,0.2598,0.2598,0.2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV89130202001,PP_OO_DbMiReSp_GOV,89130202001,DUROLANE,OSTEOARTHRITIS,446,448.0352,454.3404,461.842,470.4581,367.8266,370.6302,375.846,382.0516,389.1792,307.1897,309.5311,313.8872,319.0698,325.0223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV89130311101,PP_OO_DbMiReSp_GOV,89130311101,GELSYN-3,OSTEOARTHRITIS,232.8,233.665,236.3421,239.5188,243.1564,192.0901,193.282,195.4965,198.1241,201.133,161.9724,162.9774,164.8446,167.0603,169.5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV94030000294,PP_OO_DbMiReSp_GOV,94030000294,EMBRACE TALK BLOOD GLUCOSE TEST STRIPS,DIABETES TEST STRIPS,0.47,0.47,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV99073070914,PP_OO_DbMiReSp_GOV,99073070914,FREESTYLE FREEDOM LITE,DIABETES MONITORING AND TESTING SUPPLIES,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVABCDEF54321,PP_OO_DbMiReSp_GOV,ABCDEF54321,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000000000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000000000000000000,AggregateBBNNM9000000000000000000000,Aggregate,5.6675,6.0518,6.5568,7.1168,7.7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000000000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000000000000000100,AggregateBBNNM9000000000000000000100,Aggregate,8.3535,8.3971,8.5017,8.6552,8.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000000000100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000000000100000000,AggregateBBNNM9000000000000100000000,Aggregate,23.744,23.744,23.744,23.744,23.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000000001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000000001000000000,AggregateBBNNM9000000000001000000000,Aggregate,0.0484,0.0501,0.0525,0.0548,0.0571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000000001100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000000001100000000,AggregateBBNNM9000000000001100000000,Aggregate,0.4557,0.4769,0.4996,0.5233,0.5481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000001000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000001000000000100,AggregateBBNNM9000000001000000000100,Aggregate,20.0318,17.2123,15.319,15.3461,15.7663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000001001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000001001000000000,AggregateBBNNM9000000001001000000000,Aggregate,2.3297,2.3297,2.3297,2.3297,2.3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000010000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000010000000000000,AggregateBBNNM9000000010000000000000,Aggregate,0.8242,0.8322,0.8416,0.8519,0.8632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000010000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000010000000000100,AggregateBBNNM9000000010000000000100,Aggregate,2.1288,2.2352,2.347,2.4644,2.5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000010000100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000010000100000000,AggregateBBNNM9000000010000100000000,Aggregate,24.4313,24.4511,24.5126,24.5855,24.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000000010001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000000010001000000000,AggregateBBNNM9000000010001000000000,Aggregate,0.5744,0.5744,0.5744,0.5744,0.5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000010001000000001000,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000010001000000001000,AggregateBBNNM9000010001000000001000,Aggregate,58.5407,61.4677,64.5411,67.7681,71.1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNM9000010001000000001100,PP_OO_DbMiReSp_GOV,AggregateBBNNM9000010001000000001100,AggregateBBNNM9000010001000000001100,Aggregate,26.7157,28.1585,30.5504,33.0247,35.5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000000000000000,AggregateBBNNR3000000000000000000000,Aggregate,0.2128,0.1936,0.1801,0.1692,0.1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000000000000100,AggregateBBNNR3000000000000000000100,Aggregate,24.4057,43.2764,51.3321,55.8182,59.3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000000010000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000000010000000,AggregateBBNNR3000000000000010000000,Aggregate,93.565,97.5144,101.8577,106.3733,111.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000000100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000000100000000,AggregateBBNNR3000000000000100000000,Aggregate,866.0315,1220.4259,1712.9848,2366.9659,3207.8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000001000000000,AggregateBBNNR3000000000001000000000,Aggregate,0.0568,0.059,0.0615,0.0642,0.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000001100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000001100000000,AggregateBBNNR3000000000001100000000,Aggregate,0.569,0.5711,0.5776,0.5848,0.5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000000011000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000000011000000000,AggregateBBNNR3000000000011000000000,Aggregate,1.32,1.32,1.32,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000001000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000001000000000000,AggregateBBNNR3000000001000000000000,Aggregate,16.953,16.9463,17.7687,14.2783,11.7895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000001000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000001000000000100,AggregateBBNNR3000000001000000000100,Aggregate,7.4219,7.4169,7.4697,7.538,7.6188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000001001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000001001000000000,AggregateBBNNR3000000001001000000000,Aggregate,0.5195,0.5218,0.5253,0.5287,0.5318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000001001000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000001001000000100,AggregateBBNNR3000000001001000000100,Aggregate,1.1443,1.1485,1.1614,1.1768,1.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000010000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000010000000000000,AggregateBBNNR3000000010000000000000,Aggregate,0.9599,0.9513,0.959,0.9722,0.9906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000010000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000010000000000100,AggregateBBNNR3000000010000000000100,Aggregate,1.8189,1.9098,2.0053,2.1056,2.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000010000100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000010000100000000,AggregateBBNNR3000000010000100000000,Aggregate,131.88,131.88,131.88,131.88,131.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000010001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000010001000000000,AggregateBBNNR3000000010001000000000,Aggregate,0.5744,0.5744,0.5744,0.5744,0.5744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000011000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000011000000000000,AggregateBBNNR3000000011000000000000,Aggregate,1.7663,1.8569,1.969,2.0787,2.1855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000000011000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000000011000000000100,AggregateBBNNR3000000011000000000100,Aggregate,0.0531,0.0536,0.0554,0.0576,0.0601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000010001000000001000,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000010001000000001000,AggregateBBNNR3000010001000000001000,Aggregate,7.4305,7.842,8.4718,9.1632,9.9155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000010001000000001100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000010001000000001100,AggregateBBNNR3000010001000000001100,Aggregate,10.7502,10.6376,10.5453,10.4597,10.3817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR3000011001000000001100,PP_OO_DbMiReSp_GOV,AggregateBBNNR3000011001000000001100,AggregateBBNNR3000011001000000001100,Aggregate,0.1811,0.1811,0.1811,0.1811,0.1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000000000000000,AggregateBBNNR9000000000000000000000,Aggregate,0.7504,0.7929,0.8453,0.9002,0.9581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000000000000100,AggregateBBNNR9000000000000000000100,Aggregate,10.88,12.051,13.6439,15.3853,17.2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000000001000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000000001000100,AggregateBBNNR9000000000000001000100,Aggregate,1.218,1.2789,1.3428,1.41,1.4805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000000010000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000000010000000,AggregateBBNNR9000000000000010000000,Aggregate,117.191,119.5375,123.9938,128.7014,133.6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000000100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000000100000000,AggregateBBNNR9000000000000100000000,Aggregate,27.7116,28.484,29.828,31.2259,32.6822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000001000000000,AggregateBBNNR9000000000001000000000,Aggregate,0.3283,0.3471,0.3661,0.3858,0.4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000001100000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000001100000000,AggregateBBNNR9000000000001100000000,Aggregate,0.4408,0.447,0.4545,0.4624,0.4707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000000101000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000000101000000100,AggregateBBNNR9000000000101000000100,Aggregate,5.3533,5.3533,5.3533,5.3533,5.3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000001000000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000001000000000000,AggregateBBNNR9000000001000000000000,Aggregate,28.3504,29.5427,31.7991,34.2386,36.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000001000000000100,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000001000000000100,AggregateBBNNR9000000001000000000100,Aggregate,19.1167,21.4086,23.3372,25.5349,26.0249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOVAggregateBBNNR9000000001001000000000,PP_OO_DbMiReSp_GOV,AggregateBBNNR9000000001001000000000,AggregateBBNNR9000000001001000000000,Aggregate,0.4701,0.4685,0.4707,0.4739,0.4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
